"gene","BE1_ranks","BE2_ranks"
"AC005486.1",0.00918942974074692,0.00997462404472212
"AC005495.2",0.0181227673782273,0.0147594546041631
"AC005498.2",0.00356873792062394,-0.00186418759975714
"AC005519.1",0.0138272188641363,-0.00833916082070956
"AC005520.2",0.000537735570351449,0.00813008880941266
"AC005520.3",0.0120183828935347,-0.00920162025472263
"AC005520.5",0.0141314276934637,-0.00568618119287066
"AC005522.1",0.00260176879420929,0.0155059574558959
"AC005523.1",-0.0132299638429799,-0.0216163650612495
"AC005523.2",0.00262573418634534,0.00687959196559769
"AC005532.1",-0.0110793526359121,-0.0102785019908961
"AC005534.1",0.0283372453231404,0.0141549858416208
"AC005537.1",-0.00104697766486288,0.00717510048096991
"AC005540.1",0.000687252416577114,-0.029399304195352
"AC005546.1",-0.0175223873203313,-0.0180279739911259
"AC005548.1",0.00566118423841052,0.018036073431582
"AC005562.1",-0.000638760479325774,0.00932277297281046
"AC005580.1",-0.00236062377756561,0.0204008114033108
"AC005586.1",-0.00433155753557163,0.0113537622591248
"AC005586.2",-0.00133557968079913,0.018800576596125
"AC005597.1",-0.00424860471584228,0.00418738069376202
"AC005599.1",-0.00200716492246212,0.00569239259594989
"AC005606.1",0.00527401072297354,-0.00511548940352431
"AC005606.2",0.0132961653626803,-0.00264419265026052
"AC005614.1",0.00605290328158498,0.00556561642515501
"AC005616.1",-0.0147935917955276,0.0153237791429462
"AC005618.4",0.0104794408922912,0.00104962187566261
"AC005632.3",0.00783975909467188,-0.00386314538169991
"AC005632.5",0.0120805358080222,-0.00688663745866159
"AC005632.6",-0.0110390812782831,0.0093763294378866
"AC005670.1",-0.0140078241608627,0.0192790420531308
"AC005670.3",0.028641858553968,0.0152191332394515
"AC005674.2",0.0190913508205424,0.0207581789672262
"AC005682.2",0.0029071232465095,-0.0113661125246106
"AC005695.1",0.0162622676670239,0.00736404081960592
"AC005695.2",-0.00653355147812022,0.0229844396983595
"AC005696.1",0.0132356824692578,0.0033782436707494
"AC005696.2",0.0252419252917809,0.00979128616701639
"AC005696.4",-0.00599930194809287,-0.0106038744075464
"AC005697.2",-0.00247465425360913,-0.00682960836574682
"AC005699.1",-0.00945123095053697,-0.0066102759057842
"AC005702.5",0.00837148086973231,0.0119358620104773
"AC005703.2",-0.0120866159155811,-0.0124749982945906
"AC005703.3",0.00108909602572067,0.00767973035748202
"AC005703.4",-0.0067618664599532,-0.00735688674474379
"AC005703.7",0.00112081350146743,0.0203273200543595
"AC005726.1",0.0161179380972331,0.0185453490651592
"AC005726.2",0.0049699949220398,0.000154086698854046
"AC005726.3",0.0119888788317407,0.0108988614078144
"AC005726.5",0.00165923500761617,0.00997515750393492
"AC005730.2",0.0160299822197371,-0.0221175156479241
"AC005730.3",-0.00751715533936741,0.0112063305453177
"AC005736.1",0.00278292728704736,0.00107980125659065
"AC005740.3",0.011141154258307,0.015508387229968
"AC005740.4",-0.0167812330973589,-0.0126826805647171
"AC005740.5",0.00495350633416068,-0.00875737288724612
"AC005746.2",0.011243974610453,-0.0232782785591959
