"BE1_ranks","gene","genetype","ranks"
0.0907580607957409,"SPINT2","Nuclear",20318
0.0906977228449465,"PNPO","Nuclear",20317
0.0906778983306519,"ENDOD1","Nuclear",20316
0.0906711561914406,"HILPDA","Nuclear",20315
0.0906617561377497,"PANK3","Nuclear",20314
0.0905578040909034,"NIPBL","Nuclear",20313
0.0905466042120957,"CISD1","Nuclear",20312
0.0904169393069354,"ADNP2","Nuclear",20311
0.0903891044378273,"AC053527.2","Nuclear",20310
0.0903788292393295,"LINC02646","Nuclear",20309
0.0903041508992079,"PACRG","Nuclear",20308
0.0903002659929105,"CLMP","Nuclear",20307
0.0902781502366397,"MMP23B","Nuclear",20306
0.0901995515059986,"GPHN","Nuclear",20305
0.0901976745627227,"AP001767.3","Nuclear",20304
0.0901726633002676,"CHST2","Nuclear",20303
0.0901118780991753,"JMJD1C","Nuclear",20302
0.0900770073685947,"GRID2","Nuclear",20301
0.0899746188104093,"NPRL3","Nuclear",20300
0.0899142107744777,"SPECC1L","Nuclear",20299
0.0898776540735075,"TUBB2B","Nuclear",20298
0.0898570775013822,"RNF166","Nuclear",20297
0.0897975213559676,"AGAP1","Nuclear",20296
0.0897801010673074,"HIST1H3C","Nuclear",20295
0.0897719026517584,"AL121832.3","Nuclear",20294
0.0897331426769316,"AC144652.1","Nuclear",20293
0.0897070490666227,"AL359878.1","Nuclear",20292
0.0896188161322533,"CBX2","Nuclear",20291
0.0895532456530692,"AL035071.2","Nuclear",20290
0.0895382150652323,"TMEM131L","Nuclear",20289
0.0895105299937225,"APLP2","Nuclear",20288
0.0893938888577528,"ALPK2","Nuclear",20287
0.0893274914392319,"SMCR5","Nuclear",20286
0.0893101894985718,"MYH3","Nuclear",20285
0.0892679305620221,"TRRAP","Nuclear",20284
0.0892261295528956,"AP002490.1","Nuclear",20283
0.0892244758352057,"SRC","Nuclear",20282
0.0892152149689649,"RASA2","Nuclear",20281
0.0891292529932453,"EIF4G3","Nuclear",20280
0.0890947967804923,"ATP2B1-AS1","Nuclear",20279
0.0890684187750981,"AHCYL2","Nuclear",20278
0.0890328766945842,"AC011379.2","Nuclear",20277
0.0890034010894179,"SCAP","Nuclear",20276
0.088998037881834,"YTHDC2","Nuclear",20275
0.0889724875818443,"AC008083.2","Nuclear",20274
0.0888950356229745,"PHF21A","Nuclear",20273
0.0887874696359203,"TMCC1","Nuclear",20272
0.088601801291901,"SLC30A1","Nuclear",20271
0.0885808419617839,"NUP50-DT","Nuclear",20270
0.0885769945089504,"TXNDC11","Nuclear",20269
0.0885653215993673,"CCDC85B","Nuclear",20268
0.0885313908098675,"POU4F1","Nuclear",20267
0.0884910729452339,"OLFML3","Nuclear",20266
0.0884554357486247,"AL049775.1","Nuclear",20265
0.088446046250842,"EFNA2","Nuclear",20264
0.0884343301585902,"HDAC4","Nuclear",20263
0.0884176102858384,"TMPRSS5","Nuclear",20262
0.0883938612389747,"DIP2C","Nuclear",20261
0.0883795369312699,"MMACHC","Nuclear",20260
0.0883546474972227,"FAM155A","Nuclear",20259
0.0883540068635637,"THADA","Nuclear",20258
0.0883528587572249,"ANO6","Nuclear",20257
